,0,weight,size
47530,Plissee_20,2.29,70.8
37540,Plissee_20,2.29,78.5
83706,Plissee_wa,2.29,103.7
47115,Plissee_wa,2.29,74.0
1990,Plissee_wa,2.29,167.0
43165,Plissee_20,2.29,57.0
41612,Plissee_20,2.29,88.4
49625,Plissee_20,2.29,70.0
68713,Fvorhang,2.29,35.0
13147,Plissee_20,2.29,89.2
56876,Reparatur,2.29,120.0
19451,Plissee_20,2.29,130.7
19533,Jalousie,2.29,81.0
13902,Rollo,2.29,65.0
89035,Plissee_wa,2.29,97.5
39911,Plissee_wa,2.29,74.2
66593,Rollo,2.29,130.0
75740,Plissee_20,2.29,54.8
67791,Plissee_20,2.29,73.0
7348,Plissee_20,2.29,82.4
7184,Plissee_20,2.29,167.1
17392,Plissee_20,2.29,91.8
29668,Rollo,2.29,127.0
86000,Plissee_20,2.29,52.0
42376,Plissee_20,2.29,131.0
46469,Reparatur,2.29,117.2
46524,Plissee_20,2.29,62.0
21088,Plissee_20,2.29,106.7
4369,Plissee_20,2.29,91.5
79672,Rollo,2.29,76.0
43645,Plissee_20,2.29,78.7
61832,Plissee_20,2.29,105.5
14425,Plissee_20,2.29,81.9
14458,Plissee_wa,2.29,78.2
20544,Plissee_20,2.29,65.2
50771,Rollo,2.29,127.0
75294,Plissee_20,2.29,103.0
70453,Rollo,2.29,106.0
86721,Plissee_20,2.29,135.3
18441,Plissee_20,2.29,49.3
18524,Plissee_20,2.29,55.7
12424,Rollo,2.29,147.0
83548,Plissee_20,2.29,86.7
47694,Plissee_wa,2.29,121.5
80858,Plissee_wa,2.29,90.7
14561,Plissee_wa,2.29,116.0
84606,Plissee_wa,2.29,66.9
34591,Plissee_20,2.29,92.6
21099,Plissee_20,2.29,84.3
83894,Jalousie,2.29,96.3
46320,Plissee_20,2.29,91.3
89982,Plissee_20,2.29,30.6
17446,Reparatur,2.29,90.7
59651,Plissee_20,2.29,123.5
85859,Plissee_20,2.29,86.0
59742,Plissee_20,2.29,90.3
59738,Rollo,2.29,50.0
6869,Rollo,2.29,102.3
49088,Faltrollo,2.29,120.0
91096,Plissee_20,2.29,99.0
38283,Plissee_20,2.29,117.4
61543,Rollo,2.29,115.0
14207,Plissee_20,2.29,90.0
76054,Plissee_wa,2.29,70.9
32634,Plissee_20,2.29,100.0
59794,Jalousie,2.29,92.3
58507,Plissee_20,2.29,39.2
38941,Plissee_20,2.29,69.9
51098,Plissee_wa,2.29,117.4
71375,Plissee_wa,2.29,82.0
50827,Plissee_wa,2.29,104.0
80387,Plissee_20,2.29,69.8
23976,Plissee_20,2.29,59.0
82819,Rollo,2.29,99.5
26847,Plissee_20,2.29,84.9
12395,Plissee_20,2.29,153.0
65897,Plissee_20,2.29,88.2
74051,Plissee_20,2.29,86.0
72746,Pruefung,2.29,108.0
27304,Plissee_20,2.29,106.5
35489,Plissee_20,2.29,120.9
34641,Plissee_20,2.29,84.2
77073,Plissee_20,2.29,95.5
54288,Rollo,2.29,89.0
54271,Plissee_20,2.29,77.5
3137,Plissee_20,2.29,82.5
88866,Plissee_20,2.29,55.4
61355,Rollo,2.29,130.0
84446,Plissee_20,2.29,50.5
57680,Plissee_20,2.29,138.5
9458,Rollo,2.29,80.0
12355,Plissee_wa,2.29,76.5
55035,Plissee_20,2.29,85.2
10809,Plissee_20,2.29,120.7
68834,Rollo,2.29,77.0
73277,Plissee_wa,2.29,89.8
26721,Plissee_20,2.29,134.3
29501,Jalousie,2.29,65.5
51144,Plissee_20,2.29,85.1
36769,Plissee_20,2.29,101.8
36803,Rollo,2.29,100.0
92527,Rollo,2.29,45.0
42066,Plissee_20,2.29,93.5
86081,Plissee_20,2.29,106.6
76501,Rollo,2.29,63.0
76493,Plissee_20,2.29,131.6
11789,Rollo,2.29,94.5
712,Plissee_20,2.29,66.2
65535,Rollo,2.29,123.0
65480,Plissee_20,2.29,80.0
21758,Rollo,2.29,85.0
27670,Plissee_wa,2.29,133.9
35094,Plissee_20,2.29,95.4
74404,Rollo,2.29,140.6
62058,Plissee_20,2.29,88.5
39995,Plissee_20,2.29,117.4
68538,Plissee_20,2.29,71.0
57375,Rollo,2.29,200.0
14933,Plissee_wa,2.29,99.7
16637,Plissee_20,2.29,60.0
89624,Plissee_20,2.29,82.4
56226,Rollo,2.29,140.0
11104,Jalousie,2.29,46.5
7503,Plissee_20,2.29,116.5
42020,Rollo,2.29,94.0
8258,Reparatur,2.29,98.6
78703,Plissee_wa,2.29,79.0
13492,Rollo,2.29,94.0
90709,Faltrollo,2.29,83.0
69096,Plissee_20,2.29,142.7
56013,Plissee_wa,2.29,71.4
320,Plissee_wa,2.3,77.6
86422,Plissee_20,2.3,73.0
16359,Plissee_20,2.3,51.1
7938,Plissee_20,2.3,132.6
25826,Reparatur,2.3,99.9
65399,Reparatur,2.3,99.9
3847,Plissee_20,2.3,71.7
3901,Plissee_wa,2.3,116.6
30062,Plissee_20,2.3,102.8
58933,Rollo,2.3,97.4
16735,Plissee_wa,2.3,63.7
59061,Plissee_wa,2.3,73.7
55666,Plissee_20,2.3,48.5
88517,Jalousie,2.3,94.5
87021,Plissee_wa,2.3,60.5
53074,Plissee_20,2.3,117.1
5680,Plissee_20,2.3,47.3
34361,Plissee_wa,2.3,66.0
32005,Plissee_20,2.3,88.3
3532,Plissee_20,2.3,53.0
62099,Plissee_20,2.3,83.2
91244,Plissee_20,2.3,81.0
69898,Plissee_20,2.3,80.8
24931,Rollo,2.3,120.0
57313,Plissee_wa,2.3,121.0
32171,Plissee_wa,2.3,94.0
73565,Plissee_20,2.3,117.4
25390,Rollo,2.3,83.0
25479,Plissee_wa,2.3,83.3
36704,Plissee_20,2.3,108.0
70888,Plissee_20,2.3,92.0
7633,Plissee_wa,2.3,69.3
88692,Plissee_20,2.3,121.8
44747,Plissee_20,2.3,75.4
87261,Plissee_20,2.3,104.1
20764,Jalousie,2.3,73.5
84386,Rollo,2.3,130.0
10870,Plissee_20,2.3,133.1
3124,Plissee_20,2.3,84.0
77098,Plissee_20,2.3,112.0
38317,Rollo,2.3,70.4
78320,Plissee_20,2.3,51.9
48010,Rollo,2.3,98.6
57129,Rollo,2.3,115.0
27391,Plissee_20,2.3,90.1
44053,Rollo,2.3,98.6
74361,Jalousie,2.3,106.0
47866,Plissee_20,2.3,106.0
83647,Reparatur,2.3,104.9
47875,Plissee_20,2.3,83.0
62892,Plissee_wa,2.3,74.2
61188,Rollo,2.3,112.0
56574,Plissee_20,2.3,80.2
92071,Plissee_20,2.3,78.1
37271,Plissee_20,2.3,99.1
47925,Rollo,2.3,67.0
72744,Plissee_20,2.3,89.4
42702,Plissee_wa,2.3,81.5
50684,Plissee_20,2.3,119.1
44513,Plissee_20,2.3,69.2
59820,Plissee_20,2.3,99.1
78594,Plissee_20,2.3,118.5
84365,Rollo,2.3,120.0
38186,Rollo,2.3,94.0
4413,Plissee_20,2.3,89.8
31293,Rollo,2.3,135.0
72218,Plissee_20,2.3,68.7
80978,Plissee_20,2.3,128.2
82496,Plissee_20,2.3,73.9
1348,Plissee_20,2.3,98.7
33860,Plissee_wa,2.3,114.0
48775,Plissee_20,2.3,115.0
27511,Plissee_20,2.3,90.3
66477,Rollo,2.3,94.0
40382,Plissee_20,2.3,124.0
69423,Plissee_20,2.3,73.5
82573,Plissee_20,2.3,111.7
47766,Plissee_20,2.3,112.9
49575,Plissee_20,2.3,120.5
20399,Plissee_wa,2.3,117.3
50530,Plissee_20,2.3,93.1
66030,Plissee_wa,2.3,131.6
37401,Rollo,2.3,104.8
88026,Plissee_20,2.3,124.0
47833,Plissee_20,2.3,72.3
74880,Plissee_20,2.3,97.3
52907,Plissee_wa,2.3,103.8
6387,Plissee_20,2.3,41.5
28203,Plissee_20,2.3,103.8
34686,Fvorhang,2.3,55.0
32898,Plissee_20,2.3,154.0
20561,Plissee_20,2.3,110.0
4892,Variorollo,2.3,73.0
48024,Plissee_20,2.3,86.5
89068,Plissee_20,2.3,49.7
61816,Plissee_20,2.3,100.6
51547,Plissee_20,2.3,92.8
82560,Plissee_20,2.3,109.8
3180,Plissee_20,2.3,101.8
24842,Jalousie,2.3,102.4
42392,Plissee_20,2.3,59.9
86026,Plissee_20,2.3,93.8
7231,Plissee_20,2.3,79.3
21478,Rollo,2.3,95.0
57207,Plissee_20,2.3,90.3
75713,Plissee_20,2.3,83.7
28393,Plissee_20,2.3,68.4
88880,Plissee_20,2.3,107.5
28662,Plissee_20,2.3,46.2
23463,Plissee_20,2.3,119.0
2303,Faltrollo,2.3,114.0
54895,Plissee_20,2.3,79.5
23025,Plissee_wa,2.3,87.1
87076,Plissee_20,2.3,117.4
44456,Plissee_20,2.3,113.7
8925,Rollo,2.3,75.0
53044,Plissee_20,2.3,69.5
70376,Jalousie,2.3,60.5
85315,Plissee_20,2.3,86.7
83153,Plissee_20,2.3,96.2
77193,Plissee_20,2.3,81.0
5039,Jalousie,2.3,110.0
78367,Plissee_20,2.3,107.3
4978,Plissee_20,2.3,111.8
13178,Plissee_20,2.3,71.7
32383,Plissee_wa,2.3,89.0
73088,Plissee_20,2.3,117.3
5796,Plissee_20,2.3,83.7
10451,Plissee_wa,2.3,67.6
47488,Plissee_20,2.3,65.9
70311,Rollo,2.3,140.0
15132,Plissee_20,2.3,148.4
79829,Plissee_20,2.3,85.7
28810,Rollo,2.3,99.8
88836,Plissee_20,2.3,120.1
79497,Jalousie,2.3,103.0
37621,Rollo,2.3,112.0
47588,Plissee_20,2.3,109.3
19497,Plissee_20,2.3,59.2
28596,Plissee_20,2.3,97.0
84919,Plissee_20,2.3,79.3
1284,Plissee_20,2.3,126.8
91405,Plissee_20,2.3,126.1
54208,Plissee_20,2.3,44.2
21976,Plissee_20,2.3,97.0
83869,Jalousie,2.3,94.0
13428,Plissee_20,2.3,113.8
81079,Plissee_20,2.3,72.8
70612,Plissee_20,2.3,104.0
70659,Rollo,2.3,62.0
17155,Plissee_wa,2.3,111.0
17101,Plissee_20,2.3,117.5
7389,Plissee_20,2.3,79.3
7363,Plissee_20,2.3,123.5
36289,Plissee_wa,2.3,108.0
69290,Plissee_20,2.3,130.2
44906,Lamelle,2.3,146.5
48506,Plissee_20,2.3,87.0
3862,Plissee_20,2.3,86.3
3871,Rollo,2.3,94.0
975,Jalousie,2.3,52.5
65307,Plissee_wa,2.3,75.8
76989,Plissee_20,2.31,61.5
68604,Plissee_20,2.31,68.0
3749,Plissee_wa,2.31,80.0
25456,Plissee_wa,2.31,158.6
65481,Plissee_wa,2.31,110.5
46111,Plissee_20,2.31,94.7
73510,Plissee_20,2.31,134.0
741,Plissee_20,2.31,106.0
8210,Plissee_20,2.31,74.4
185,Plissee_20,2.31,83.7
55632,Plissee_20,2.31,116.1
65285,Rollo,2.31,101.8
69,Plissee_20,2.31,78.5
33531,Lamelle,2.31,155.5
74783,Reparatur,2.31,86.5
49994,Plissee_20,2.31,60.7
75592,Plissee_wa,2.31,104.9
71716,Plissee_20,2.31,80.0
30582,Plissee_20,2.31,83.5
60523,Jalousie,2.31,95.5
69917,Plissee_wa,2.31,100.4
88982,Plissee_20,2.31,62.0
88960,Jalousie,2.31,83.0
87394,Plissee_20,2.31,39.6
21485,Rollo,2.31,85.0
77023,Plissee_20,2.31,87.5
48199,Plissee_20,2.31,95.0
22033,Rollo,2.31,120.0
48703,Rollo,2.31,140.0
68523,Jalousie,2.31,80.8
41285,Plissee_20,2.31,89.2
80004,Plissee_20,2.31,120.6
68996,Plissee_wa,2.31,84.4
59334,Jalousie,2.31,66.3
46076,Plissee_20,2.31,78.0
31827,Plissee_20,2.31,71.5
27720,Plissee_20,2.31,86.5
48277,Jalousie,2.31,79.9
57574,Plissee_wa,2.31,82.0
53792,Plissee_20,2.31,85.0
57462,Plissee_wa,2.31,98.6
44020,Plissee_20,2.31,131.2
43980,Plissee_wa,2.31,33.9
62576,Plissee_20,2.31,76.0
3237,Rollo,2.31,100.0
3242,Plissee_20,2.31,142.5
1466,Fvorhang,2.31,50.0
17227,Plissee_20,2.31,83.9
85997,Plissee_20,2.31,111.0
59474,Plissee_20,2.31,121.5
86611,Variorollo,2.31,90.0
30285,Rollo,2.31,95.3
59449,Plissee_20,2.31,94.3
1168,Plissee_20,2.31,70.8
1144,Lamelle,2.31,151.0
89910,Plissee_20,2.31,79.5
15023,Plissee_20,2.31,110.4
31600,Plissee_wa,2.31,57.2
54804,Plissee_20,2.31,75.4
83088,Plissee_20,2.31,86.0
83068,Plissee_wa,2.31,100.1
2257,Reparatur,2.31,99.9
77953,Faltrollo,2.31,90.0
37594,Plissee_20,2.31,74.9
13085,Plissee_20,2.31,107.9
53275,Jalousie,2.31,110.0
5428,Variorollo,2.31,89.0
5383,Plissee_20,2.31,80.0
84961,Plissee_wa,2.31,88.7
14907,Plissee_20,2.31,122.8
54414,Plissee_wa,2.31,117.0
41130,Plissee_20,2.31,60.8
88865,Plissee_20,2.31,85.5
56867,Plissee_20,2.31,77.3
68721,Rollo,2.31,57.0
72806,Plissee_wa,2.31,103.4
88861,Plissee_20,2.31,113.4
14752,Plissee_wa,2.31,57.8
53477,Plissee_20,2.31,68.3
38442,Plissee_20,2.31,70.0
5294,Plissee_20,2.31,84.0
84738,Reparatur,2.31,102.7
75656,Plissee_20,2.31,86.5
31611,Plissee_wa,2.31,90.0
67444,Plissee_20,2.31,60.0
60418,Plissee_wa,2.31,79.8
75283,Plissee_20,2.31,115.9
33153,Rollo,2.31,101.0
30517,Plissee_20,2.31,96.9
52980,Plissee_20,2.31,88.5
76258,Rollo,2.31,120.0
89294,Plissee_20,2.31,111.1
76816,Plissee_20,2.31,81.7
61586,Plissee_20,2.31,66.4
9574,Inschutz,2.31,218.2
80934,Plissee_20,2.31,90.1
49104,Fvorhang,2.31,218.0
48995,Plissee_wa,2.31,74.7
58603,Rollo,2.31,90.0
30239,Plissee_20,2.31,109.7
58648,Rollo,2.31,122.0
63976,Rollo,2.31,110.0
33256,Plissee_20,2.31,80.4
15717,Plissee_20,2.31,114.0
73999,Reparatur,2.31,99.9
77781,Plissee_20,2.31,63.3
33800,Rollo,2.31,61.3
68912,Rollo,2.31,78.3
34905,Plissee_20,2.31,51.3
13346,Plissee_20,2.31,109.3
9284,Plissee_wa,2.31,118.9
20489,Plissee_20,2.31,64.3
9295,Plissee_20,2.31,86.2
22649,Rollo,2.31,94.0
72835,Plissee_20,2.31,97.7
2794,Plissee_20,2.31,59.9
47089,Plissee_20,2.31,92.0
54938,Reparatur,2.31,103.5
80454,Plissee_20,2.31,124.2
42852,Plissee_wa,2.31,105.3
86797,Plissee_20,2.31,75.2
86733,Rollo,2.31,125.0
70425,Jalousie,2.31,73.7
67489,Rollo,2.31,98.4
63932,Plissee_20,2.31,109.0
64053,Plissee_20,2.31,97.5
17806,Jalousie,2.31,49.0
17896,Plissee_20,2.31,82.7
8558,Plissee_wa,2.31,77.7
81543,Plissee_20,2.31,99.5
1591,Plissee_20,2.31,67.4
88107,Plissee_20,2.31,37.0
14346,Plissee_20,2.31,68.1
57758,Plissee_20,2.31,72.5
72206,Plissee_20,2.31,98.0
56883,Plissee_20,2.31,124.2
57170,Rollo,2.31,55.0
66380,Rollo,2.31,116.0
30967,Plissee_wa,2.31,78.7
52866,Rollo,2.31,98.4
84536,Plissee_20,2.31,105.1
41523,Plissee_20,2.31,132.9
57826,Jalousie,2.31,80.0
27308,Plissee_20,2.31,121.8
4903,Rollo,2.31,90.3
61268,Plissee_20,2.31,113.0
72780,Plissee_wa,2.31,111.7
46782,Plissee_20,2.31,82.9
1715,Plissee_20,2.31,93.9
47016,Plissee_20,2.31,85.3
54980,Plissee_20,2.31,119.3
8719,Plissee_20,2.31,78.5
71408,Jalousie,2.31,100.0
18415,Plissee_20,2.31,86.7
90288,Plissee_20,2.31,111.0
33928,Plissee_20,2.31,88.5
6515,Plissee_20,2.31,86.2
50870,Plissee_20,2.31,140.8
79943,Plissee_20,2.31,47.0
11442,Plissee_20,2.31,53.7
321,Plissee_20,2.31,52.0
52146,Plissee_20,2.31,79.1
32014,Plissee_20,2.31,72.5
73767,Jalousie,2.31,100.0
45204,Plissee_20,2.31,71.5
518,Plissee_20,2.31,96.7
45186,Plissee_20,2.31,112.5
73887,Plissee_20,2.31,64.0
16783,Jalousie,2.31,99.0
11641,Fvorhang,2.31,60.0
11703,Plissee_20,2.31,174.7
30107,Plissee_20,2.31,97.2
59107,Plissee_20,2.31,83.0
16673,Plissee_wa,2.31,88.2
16800,Rollo,2.31,94.0
42176,Plissee_wa,2.31,84.3
33114,Rollo,2.31,100.0
90652,Plissee_20,2.31,44.8
27723,Plissee_wa,2.31,104.6
78183,Plissee_wa,2.31,120.6
91253,Rollo,2.31,96.9
21448,Plissee_20,2.31,93.1
91234,Plissee_20,2.31,91.0
62039,Plissee_20,2.31,60.0
49978,Plissee_20,2.31,108.7
23071,Plissee_20,2.31,100.4
83246,Plissee_20,2.31,63.2
23228,Plissee_20,2.31,89.4
91747,Plissee_wa,2.31,77.5
2547,Plissee_20,2.31,93.3
2552,Plissee_20,2.31,100.0
54666,Rollo,2.31,100.0
29877,Jalousie,2.31,77.7
29882,Plissee_20,2.31,72.8
29864,Faltrollo,2.31,52.1
65270,Plissee_20,2.31,77.7
36549,Rollo,2.31,95.3
11413,Plissee_20,2.31,116.7
89759,Plissee_20,2.32,83.5
59191,Plissee_20,2.32,80.7
36774,Plissee_20,2.32,87.8
36723,Plissee_wa,2.32,74.5
25403,Jalousie,2.32,120.0
39391,Rollo,2.32,107.0
67979,Plissee_wa,2.32,119.7
51723,Plissee_20,2.32,71.2
3686,Rollo,2.32,99.0
3666,Plissee_wa,2.32,65.5
55563,Plissee_20,2.32,60.4
21381,Rollo,2.32,93.0
7807,Plissee_20,2.32,107.7
42156,Plissee_20,2.32,94.5
39381,Plissee_20,2.32,88.1
76404,Plissee_20,2.32,131.2
81998,Jalousie,2.32,120.0
88512,Reparatur,2.32,99.9
67925,Plissee_wa,2.32,113.2
21668,Plissee_20,2.32,79.2
92660,Rollo,2.32,93.5
69140,Plissee_20,2.32,118.5
11484,Plissee_20,2.32,118.0
11487,Plissee_wa,2.32,76.7
333,Reparatur,2.32,99.9
18085,Rollo,2.32,116.0
6513,Plissee_wa,2.32,43.6
90243,Rollo,2.32,166.0
58492,Plissee_wa,2.32,94.0
47918,Plissee_20,2.32,105.2
56496,Plissee_20,2.32,133.5
88705,Plissee_20,2.32,69.2
57865,Plissee_20,2.32,124.2
20578,Plissee_20,2.32,69.0
84511,Jalousie,2.32,118.5
22313,Plissee_20,2.32,166.1
53507,Rollo,2.32,130.0
88931,Plissee_20,2.32,66.7
68669,Rollo,2.32,105.8
75521,Plissee_20,2.32,79.3
83724,Plissee_20,2.32,91.0
9535,Plissee_20,2.32,93.0
43494,Plissee_20,2.32,127.9
34735,Plissee_20,2.32,84.7
37793,Rollo,2.32,120.0
3064,Fvorhang,2.32,58.0
48020,Plissee_20,2.32,66.2
47978,Plissee_20,2.32,83.2
81557,Rollo,2.32,100.0
36060,Plissee_20,2.32,118.7
56491,Plissee_wa,2.32,100.0
8496,Plissee_20,2.32,61.2
17949,Plissee_20,2.32,64.0
51213,Plissee_20,2.32,104.0
1594,Fvorhang,2.32,60.0
8741,Plissee_20,2.32,81.8
77850,Plissee_20,2.32,75.0
90277,Plissee_20,2.32,62.1
91935,Plissee_20,2.32,57.7
34095,Plissee_20,2.32,86.5
90322,Plissee_20,2.32,84.8
18615,Plissee_20,2.32,166.5
42856,Rollo,2.32,94.0
14563,Plissee_20,2.32,97.3
70129,Rollo,2.32,107.4
91642,Rollo,2.32,95.3
22371,Plissee_20,2.32,85.6
67046,Reparatur,2.32,107.0
5138,Jalousie,2.32,76.8
43318,Rollo,2.32,75.1
80819,Rollo,2.32,90.0
1485,Plissee_wa,2.32,46.9
69414,Plissee_wa,2.32,91.4
64285,Plissee_20,2.32,60.0
48789,Plissee_wa,2.32,110.0
17574,Plissee_20,2.32,120.0
67710,Plissee_wa,2.32,101.9
58609,Plissee_wa,2.32,85.0
1393,Fvorhang,2.32,180.0
92239,Rollo,2.32,180.0
80972,Plissee_20,2.32,83.6
20981,Plissee_20,2.32,86.2
49037,Jalousie,2.32,67.5
4360,Plissee_20,2.32,79.5
76906,Plissee_wa,2.32,90.0
28074,Plissee_20,2.32,123.5
4433,Rollo,2.32,124.0
77935,Plissee_20,2.32,88.1
29048,Plissee_20,2.32,95.6
76815,Plissee_20,2.32,86.7
50356,Plissee_20,2.32,112.5
42922,Rollo,2.32,106.0
50309,Rollo,2.32,130.0
18831,Plissee_20,2.32,95.2
84757,Plissee_20,2.32,102.8
84747,Plissee_20,2.32,78.3
84845,Rollo,2.32,99.5
23331,Plissee_20,2.32,141.7
8830,Plissee_20,2.32,85.0
70167,Plissee_20,2.32,46.4
79742,Jalousie,2.32,94.0
66188,Plissee_20,2.32,105.9
22999,Plissee_20,2.32,81.7
74674,Jalousie,2.32,109.0
84733,Jalousie,2.32,39.0
56813,Plissee_20,2.32,82.0
5349,Plissee_20,2.32,107.0
68267,Plissee_20,2.32,95.1
22914,Rollo,2.32,123.0
63120,Jalousie,2.32,47.5
35588,Plissee_20,2.32,103.0
47689,Plissee_20,2.32,111.5
13068,Rollo,2.32,85.7
56646,Faltrollo,2.32,114.0
26551,Plissee_20,2.32,75.0
24739,Plissee_20,2.32,110.0
48468,Rollo,2.32,65.0
33748,Plissee_20,2.32,114.7
7416,Plissee_20,2.32,75.3
8392,Plissee_20,2.32,74.5
14058,Plissee_20,2.32,82.2
62721,Plissee_20,2.32,98.8
70032,Plissee_20,2.32,88.5
72325,Jalousie,2.32,53.0
21095,Plissee_20,2.32,120.8
72313,Rollo,2.32,127.0
27990,Plissee_20,2.32,165.1
46029,Rollo,2.32,116.5
29803,Plissee_wa,2.32,82.8
27739,Plissee_20,2.32,126.2
31223,Plissee_20,2.32,85.6
42311,Rollo,2.32,98.6
7386,Plissee_wa,2.32,145.7
59450,Plissee_wa,2.32,84.0
42013,Plissee_20,2.32,62.1
17159,Jalousie,2.32,106.5
48207,Plissee_20,2.32,55.1
81071,Plissee_20,2.32,79.3
21986,Plissee_20,2.32,83.7
57271,Plissee_20,2.32,118.2
57272,Plissee_wa,2.32,119.0
41355,Rollo,2.32,94.2
5819,Plissee_20,2.32,57.5
86929,Faltrollo,2.32,93.5
50281,Plissee_20,2.32,106.5
18927,Plissee_20,2.32,94.5
71623,Jalousie,2.32,79.0
32439,Rollo,2.32,121.5
12901,Plissee_20,2.32,100.3
34302,Plissee_20,2.32,97.5
34299,Rollo,2.32,94.0
89226,Plissee_20,2.32,136.2
74216,Plissee_20,2.32,120.6
83219,Plissee_20,2.32,120.0
76714,Plissee_20,2.32,92.3
49977,Plissee_20,2.32,97.4
50131,Plissee_20,2.32,66.7
67266,Plissee_20,2.32,44.8
67318,Plissee_20,2.32,82.0
70277,Rollo,2.32,75.0
16492,Plissee_20,2.32,82.7
65293,Fvorhang,2.32,184.0
25846,Plissee_20,2.32,93.7
88368,Jalousie,2.32,113.0
56017,Rollo,2.32,97.3
45920,Plissee_20,2.33,156.5
11794,Rollo,2.33,100.1
88321,Plissee_20,2.33,133.0
39202,Plissee_20,2.33,103.7
73916,Plissee_20,2.33,116.0
73599,Jalousie,2.33,106.5
716,Plissee_20,2.33,40.3
69267,Plissee_wa,2.33,89.0
55512,Plissee_20,2.33,97.5
48128,Plissee_20,2.33,70.0
13658,Plissee_20,2.33,46.2
36974,Plissee_20,2.33,65.7
21457,Plissee_20,2.33,121.0
41344,Plissee_20,2.33,107.2
61907,Plissee_20,2.33,89.6
61941,Plissee_20,2.33,91.2
609,Plissee_20,2.33,64.2
58928,Plissee_20,2.33,120.0
73699,Plissee_20,2.33,70.5
27021,Fvorhang,2.33,60.0
27084,Plissee_20,2.33,79.0
23288,Plissee_wa,2.33,56.2
39636,Rollo,2.33,200.0
47282,Reparatur,2.33,99.9
47300,Plissee_20,2.33,101.3
27134,Rollo,2.33,94.0
10519,Plissee_20,2.33,8.0
19488,Plissee_20,2.33,63.2
49832,Plissee_20,2.33,68.1
60677,Rollo,2.33,94.0
41660,Plissee_20,2.33,70.5
33175,Plissee_20,2.33,97.2
76759,Plissee_20,2.33,96.8
9061,Rollo,2.33,58.4
82694,Plissee_20,2.33,55.4
81525,Plissee_wa,2.33,93.0
24014,Plissee_20,2.33,128.0
5409,Plissee_wa,2.33,90.7
81449,Rollo,2.33,95.8
60239,Rollo,2.33,113.0
18613,Plissee_wa,2.33,108.2
90327,Plissee_20,2.33,81.0
15335,Rollo,2.33,140.0
70154,Rollo,2.33,95.5
23023,Pruefung,2.33,99.9
2591,Rollo,2.33,94.0
83467,Plissee_20,2.33,138.0
88248,Plissee_20,2.33,76.7
37092,Plissee_20,2.33,142.0
55324,Plissee_20,2.33,105.9
12014,Plissee_20,2.33,67.2
75718,Jalousie,2.33,85.0
57630,Plissee_wa,2.33,77.2
84358,Plissee_20,2.33,137.4
39860,Jalousie,2.33,80.0
70632,Plissee_wa,2.33,110.4
46280,Plissee_20,2.33,90.0
1093,Rollo,2.33,90.0
55315,Plissee_20,2.33,81.7
46480,Jalousie,2.33,150.0
24458,Rollo,2.33,138.5
17348,Rollo,2.33,77.5
58679,Plissee_20,2.33,112.6
25201,Plissee_20,2.33,94.0
35484,Plissee_20,2.33,92.0
37710,Rollo,2.33,95.0
22457,Plissee_20,2.33,86.5
47890,Plissee_20,2.33,121.0
72034,Rollo,2.33,100.9
84500,Plissee_20,2.33,103.0
28173,Plissee_wa,2.33,95.9
20568,Plissee_20,2.33,94.0
3140,Rollo,2.33,58.5
35407,Plissee_wa,2.33,66.5
68641,Faltrollo,2.33,171.3
91497,Plissee_20,2.33,116.0
49000,Jalousie,2.33,100.0
4561,Plissee_20,2.33,101.6
4550,Plissee_wa,2.33,74.5
20742,Plissee_wa,2.33,151.0
79027,Plissee_wa,2.33,136.2
70084,Reparatur,2.33,55.4
82643,Rollo,2.33,130.0
28388,Rollo,2.33,94.0
70227,Plissee_wa,2.33,83.3
29498,Jalousie,2.33,60.4
17684,Rollo,2.33,134.0
20266,Plissee_20,2.33,62.4
68113,Plissee_20,2.33,59.3
50733,Rollo,2.33,103.8
15533,Plissee_20,2.33,109.1
59992,Rollo,2.33,120.0
62997,Rollo,2.33,102.0
22839,Plissee_20,2.33,77.5
56829,Plissee_20,2.33,95.6
61102,Rollo,2.33,114.9
20442,Plissee_wa,2.33,104.8
30868,Rollo,2.33,101.8
9275,Plissee_20,2.33,115.7
49513,Plissee_20,2.33,62.5
36106,Jalousie,2.33,83.0
54409,Plissee_wa,2.33,128.8
6948,Plissee_20,2.33,130.7
15812,Plissee_20,2.33,116.5
33842,Plissee_20,2.33,75.0
75031,Plissee_wa,2.33,74.9
56321,Jalousie,2.33,86.0
10820,Rollo,2.33,103.2
40346,Plissee_20,2.33,119.6
10753,Variorollo,2.33,84.5
63981,Plissee_20,2.33,81.5
17742,Rollo,2.33,97.0
573,Jalousie,2.33,79.8
73879,Plissee_20,2.33,85.2
55650,Plissee_wa,2.33,121.0
45729,Jalousie,2.33,80.0
3646,Plissee_20,2.33,63.4
35135,Plissee_20,2.33,55.0
78207,Fvorhang,2.33,136.0
16343,Plissee_wa,2.33,88.0
69181,Plissee_wa,2.33,40.7
54022,Plissee_20,2.33,83.0
28949,Plissee_20,2.33,64.8
42918,Rollo,2.33,109.0
90377,Jalousie,2.33,87.5
15238,Plissee_20,2.33,57.5
79434,Plissee_20,2.33,91.4
54967,Plissee_20,2.33,60.2
64353,Plissee_20,2.33,108.0
65669,Plissee_20,2.33,115.9
29740,Plissee_20,2.33,80.9
89502,Plissee_20,2.33,101.6
48321,Jalousie,2.33,100.0
4216,Plissee_20,2.33,79.0
62543,Plissee_20,2.33,87.5
